"key","source_language","target_language"
"settings.sentryDescription","Durch das automatische Senden von Absturzberichten die {{appName}}-App verbessern","Améliorer l'application {{appName}} grâce à l'envoi automatique de rapports d'erreur"
"settings.pushNewsTitle","Push-Benachrichtigungen","Notifications push"
"settings.pushNewsDescription","Push-Benachrichtigungen für die neuesten lokalen Nachrichten erhalten","Recevoir des notifications push sur l'actualité locale"
"settings.proposeCitiesTitle","Nahegelegene Orte","Lieux proches"
"settings.proposeCitiesDescription","Mithilfe des GPS-Standortes Vorschläge für nahegelegene Orte erhalten","Obtenir des propositions des lieux à proximité grâce à la géolocalisation"
"settings.about","Über {{appName}}","À propos d'{{appName}}"
"settings.privacyPolicy","Datenschutzerklärung","Déclaration de confidentialité"
"settings.version","Version: {{version}}","Version : {{version}}"
"settings.openSourceLicenses","Open-Source-Lizenzen","Licences en open source"
"snackbar.grantPermission","Erlauben","Autoriser"
"snackbar.deactivateFeature","Feature deaktivieren","Désactiver fonction"
"snackbar.locationPermissionMissing","Standortzugriff zum Vorschlagen von nahegelegenen Orten erforderlich","Accès au lieu nécessaire pour proposer des lieux situés à proximité"
"snackbar.pushNotificationPermissionMissing","Berechtigungen zum Senden von Push-Benachrichtigungen erforderlich","Autorisations requises pour envoyer des notifications push"
"snackbar.deactivate","Deaktivieren","Désactiver"
"snackbar.coronaMessage","Aktuelle, wissenschaftliche Informationen finden Sie bei der Bundeszentrale für gesundheitliche Aufklärung.","Vous trouverez des informations scientifiques récentes auprès du Centre fédéral pour l’éducation à la santé."
"snackbar.coronaUrl","https://www.infektionsschutz.de/coronavirus/","https://www.infektionsschutz.de/coronavirus/"
"snackbar.learnMore","Mehr Infos","Plus d'informations"
"snackbar.dismiss","Schließen","Fermer"
"sprungbrett.noOffersAvailable","Keine Angebote verfügbar","Aucune offre disponible"
"wohnen.noOffersAvailable","Keine Angebote verfügbar.","Aucune offre disponible."
"wohnen.values.runningServices.heating","Heizung","Chauffage"
"wohnen.values.runningServices.water","Wasser/Abwasser","Eau/eaux usées"
"wohnen.values.runningServices.garbage","Müllabfuhr","Ramassage des ordures"
"wohnen.values.runningServices.chimney","Kaminkehrer","Ramoneurs"
"wohnen.values.runningServices.other","Sonstiges","Divers"
"wohnen.values.additionalServices.garage","Garage/Stellplatz","Garage/place de stationnement"
"wohnen.values.additionalServices.other","Sonstiges","Divers"
"wohnen.values.rooms.kitchen","Küche","Cuisine"
"wohnen.values.rooms.bath","Bad","Salle de bain"
"wohnen.values.rooms.wc","WC","WC"
"wohnen.values.rooms.child1","Kinderzimmer 1","Chambre d'enfant 1"
"wohnen.values.rooms.child2","Kinderzimmer 2","Chambre d'enfant 2"
"wohnen.values.rooms.child3","Kinderzimmer 3","Chambre d'enfant 3"
"wohnen.values.rooms.bed","Schlafzimmer","Chambre à coucher"
"wohnen.values.rooms.livingroom","Wohnzimmer","Séjour"
"wohnen.values.rooms.hallway","Diele","Parquet"
"wohnen.values.rooms.store","Abstellraum","Débarras"
"wohnen.values.rooms.basement","Kellerraum","Cave"
"wohnen.values.rooms.balcony","Balkon / Terrasse","Balcon/Terrasse"
