"key","source_language","target_language"
"error.pageNotFound","Diese Seite wurde leider nicht gefunden.","Ova stranica nažalost nije pronađena."
"error.networkConnectionFailed","Die Verbindung zum Server ist fehlgeschlagen.","Veza sa serverom se prekinula."
"error.networkRequestFailed","Die Anfrage konnte nicht bearbeitet werden.","Upit se nije mogao obraditi."
"error.responseMappingFailed","Die Antwort des Servers konnte nicht verarbeitet werden.","Odgovor servera se nije mogao obraditi."
"error.unknownError","Ein unbekannter Fehler ist aufgetreten.","Došlo je do nepoznate pogreške."
"error.tryAgain","Erneut versuchen","Pokušaj ponovo"
"error.loadingFailed","Die Seite konnte leider nicht geladen werden.","Stranica se nažalost nije mogla učitati."
"error.chooseALanguage","Wähle eine Sprache:","Odaberi jezik:"
"error.goTo.start","Zur Startseite","Na početnu stranicu"
"error.goTo.categories","Zu den Kategorien","Na kategorije"
"error.goTo.events","Zu den Veranstaltungen","Na događanja"
"error.goTo.offers","Zu den Angeboten","Na ponude"
"error.pageTitle","Fehler","Pogreške"
"error.generalError","Ein Fehler ist aufgetreten","Došlo je do pogreške"
"error.languageSwitchFailedTitle","Leider ist der Sprachwechsel fehlgeschlagen.","Promjena jezika nažalost nije uspjela."
"error.languageSwitchFailedMessage","Die ausgewählte Sprache ist nicht offline verfügbar. Eine aktive Internetverbinding ist notwendig.","Odabrani jezik nije dostupan offline. Potrebna je aktivna internetska veza."
"events.location","Standort","Lokacija"
"events.date","Datum","Datum"
"events.events","Veranstaltungen","Događanja"
"events.currentlyNoEvents","Es gibt aktuell keine Veranstaltungen.","Trenutačno nema događanja."
"feedback.technicalTopics","Technische Funktionen","Tehničke funkcije"
"feedback.contentOfCity","Inhalte von {{city}}","Sadržaj za {{city}}"
"feedback.contentOfOffer","Angebot ""{{offer}}""","Ponuda ""{{offer}}"""
"feedback.disclaimer","Kontakt und Impressum","Kontakt i impresum"
"feedback.searchFor","Suche nach","Pretraživanje"
"feedback.contentOfPage","Inhalt der Seite ""{{page}}""","Sadržaj stranice ""{{page}}"""
"feedback.contentOfEvent","Inhalt der Veranstaltung ""{{event}}""","Sadržaj događanja ""{{event}}"""
"feedback.send","Abschicken","Pošalji"
"feedback.failedSendingFeedback","Beim Senden des Feedbacks ist ein Fehler aufgetreten.","Pri slanju feedbacka došlo je do pogreške."
"feedback.feedback","Feedback","Feedback"
"feedback.positiveComment","Was war hilfreich?","Što je bilo korisno?"
"feedback.negativeComment","Was können wir besser machen?","Što možemo poboljšati?"
"feedback.feedbackType","Wofür ist das Feedback?","Na što se odnosi feedback?"
"feedback.isThisSiteUseful","Ist diese Seite hilfreich?","Je li ova stranica korisna?"
"feedback.useful","Hilfreich","Korisna je"
"feedback.notUseful","Nicht hilfreich","Nije korisna"
"feedback.nothingFound","Es wurden leider keine passenden Ergebnisse gefunden.","Nažalost, nisu pronađeni prikladni rezultati."
"feedback.yourFeedback","Ihr Feedback...","Vaš feedback..."
"feedback.informationNotFound","Nicht das Richtige gefunden?","Niste pronašli pravu stvar?"
"feedback.wantedInformation","Welche Informationen fehlen hier?","Koje informacije nedostaju?"
"feedback.feedbackSent","Feedback abgeschickt","Feedback poslan"
"feedback.thanksMessage","Vielen Dank für Ihr Feedback. Damit helfen Sie uns, unsere Inhalte und die {{appName}}-App zu verbessern. Wir würden uns über weiteres Feedback freuen.","Zahvaljujemo na slanju feedbacka. Time nam pomažete da poboljšamo naše sadržaje i aplikaciju {{appName}}. Razveselili bi ste nas i dodatnim feedbackom."
"feedback.close","Schließen","Zatvori"
"feedback.negativeRating","Diese Seite ist nicht hilfreich","Ova stranica nije korisna"
"feedback.positiveRating","Diese Seite ist hilfreich","Ova stranica je korisna"
"intro.integreat","{{appName}}","{{appName}}"
"intro.integreatDescription","{{appName}} ist Ihr digitaler Guide für Deutschland","{{appName}} je vaš digitalni vodič za Njemačku"
"intro.search","Suche","Pretraživanje"
"intro.searchDescription","Anhand von Schlagwörtern schnell die richtige Information finden","Na temelju ključnih riječi brzo ćete pronaći odgovarajuću informaciju"
"intro.languageChange","Sprachwechsel","Promjena jezika"
"intro.languageChangeDescription","Einfaches Umstellen der Sprache einzelner Seiten","Jednostavna promjena jezika pojedinih stranica"
"intro.events","Veranstaltungen","Događanja"
"intro.eventsDescription","Aktuelle Veranstaltungen und Termine in der Umgebung","Aktualna događanja i termini u okolici"
"intro.offers","Angebote","Ponude"
"intro.offersDescription","Jobsuche, Praktikasuche und mehr in der Umgebung","Traženje posla, traženje pripravništva i još puno toga u okolici"
"intro.inquiryTitle","Einstellungen","Postavke"
"intro.inquiryIntro","Durch Klicken auf ""{{accept}}"" erlaube ich der {{appName}}-App, ...","Klikom na ""{{accept}}"" dozvoljavam aplikaciji {{appName}} da..."
"intro.sentryTitle","App-Stabilität","Stabilnost aplikacije"
"intro.sentryCondition","... mit dem automatischen Senden von Absturzberichten {{appName}} zu verbessern","... automatskim slanjem izvještaja o padu sustava poboljšava {{appName}}"
"intro.pushNewsTitle","Push-Benachrichtigungen","Push obavijesti"
"intro.pushNewsCondition","... mir Push-Benachrichtigungen zu den neuesten lokalen Nachrichten zu senden","... mi šalje push obavijesti o najnovijim lokalni vijestima"
"intro.proposeCitiesTitle","Nahegelegene Orte","Mjesta u blizini"
"intro.proposeCitiesCondition","... mir mithilfe meines GPS-Standortes nahegelegene Orte vorzuschlagen","... mi pomoću moje GPS lokacije predlaže mjesta u blizini"
"intro.skip","Überspringen","Preskoči"
"intro.next","Weiter","Dalje"
"intro.cancel","Abbrechen","Prekid"
"intro.save","Speichern","Spremi"
"intro.customize","Anpassen","Prilagodi"
"intro.decline","Ablehnen","Odbaci"
"intro.accept","Akzeptieren","Prihvati"
"intro.privacyPolicy","Datenschutzerklärung","Izjava o zaštiti podataka"
"landing.searchCity","Ort suchen","Traži mjesto"
"landing.nearbyPlaces","Orte in der Nähe","Mjesta u blizini"
"landing.noNearbyPlaces","Keine Orte in der Nähe gefunden.","Nisu pronađena mjesta u blizini."
"landing.alert","Hinweis","Napomena"
"landing.locationError","Um Orte in der Nähe anzeigen zu können, müssen Ortungsdienste aktiviert werden.","Za prikaz mjesta u blizini mora biti aktivirana usluga geolokacije."
"landing.noPermission","Standortzugriff erforderlich",
"landing.loading","Bestimme Standort...",
"landing.notAvailable","Standortbestimmung deaktiviert",
"landing.timeout","Standortbestimmung fehlgeschlagen",
"landing.refresh","Liste der Orte aktualisieren",
"layout.imprintAndContact","Impressum und Kontakt","Impresum i kontakt"
"layout.privacy","Datenschutz","Zaštita podataka"
"layout.offers","Angebote","Ponude"
"layout.localInformation","Lokale Informationen","Lokalne informacije"
"layout.events","Veranstaltungen","Događanja"
"layout.noEvents","Keine Veranstaltungen","Nema događanja"
"layout.news","Nachrichten",
"layout.noLanguages","Nicht verfügbar in anderen Sprachen","Nije dostupno na drugim jezicima"
"layout.noTranslation","Keine Übersetzung verfügbar","Prijevod nije dostupan"
"layout.search","Suchen","Pretraživanje"
"layout.changeLocation","Standort wechseln","Promjena lokacije"
"layout.changeLanguage","Sprache wechseln","Promjena jezika"
"layout.settings","Einstellungen","Postavke"
"layout.share","Teilen","Podijeli"
"layout.cancel","Abbrechen","Prekid"
"layout.shareMessage","Gerade gefunden: {{message}}","Upravo pronađeno: {{message}}"
"layout.shareFailDefaultMessage","Das Teilen des Inhalts ist leider fehlgeschlagen.","Dijeljenje sadržaja nažalost nije uspjelo."
"layout.disclaimer","Impressum","Impresum"
"news.news","Nachrichten",
"news.newsAlternative","Neuigkeiten",
"news.localNews","Lokale Nachrichten",
"news.localNewsAlternative","Lokale Neuigkeiten",
"news.local","Lokal",
"news.readMore","Weiterlesen",
"news.currentlyNoNews","Aktuell gibt es keine Nachrichten.",
"news.currentlyNoNewsAlternative","Aktuell gibt es keine Neuigkeiten.",
"offers.offers","Angebote","Ponude"
"search.searchPlaceholder","Suche",
"settings.sentryTitle","App-Stabilität","Stabilnost aplikacije"
"settings.sentryDescription","Durch das automatische Senden von Absturzberichten die {{appName}}-App verbessern","Automatskim slanjem izvještaja o padu sustava aplikacija {{appName}} se poboljšava"
"settings.pushNewsTitle","Push-Benachrichtigungen","Push obavijesti"
"settings.pushNewsDescription","Push-Benachrichtigungen für die neuesten lokalen Nachrichten erhalten","Primaj push obavijesti s najnovijim lokalnim vijestima"
"settings.proposeCitiesTitle","Nahegelegene Orte","Mjesta u blizini"
"settings.proposeCitiesDescription","Mithilfe des GPS-Standortes Vorschläge für nahegelegene Orte erhalten","Primaj prijedloge za mjesta u blizini putem GPS lokacije"
"settings.about","Über {{appName}}","O aplikaciji {{appName}}"
"settings.privacyPolicy","Datenschutzerklärung","Izjava o zaštiti podataka"
"settings.version","Version: {{version}}","Verzija: {{version}}"
"settings.openSourceLicenses","Open-Source-Lizenzen","Licencije otvorenog koda"
"snackbar.grantPermission","Erlauben","Dozvoli"
"snackbar.deactivateFeature","Feature deaktivieren","Deaktiviraj opciju"
"snackbar.locationPermissionMissing","Standortzugriff zum Vorschlagen von nahegelegenen Orten erforderlich",
"snackbar.pushNotificationPermissionMissing","Berechtigungen zum Senden von Push-Benachrichtigungen erforderlich",
"snackbar.deactivate","Deaktivieren",
"snackbar.coronaMessage","Aktuelle, wissenschaftliche Informationen finden Sie bei der Bundeszentrale für gesundheitliche Aufklärung.",
"snackbar.coronaUrl","https://www.infektionsschutz.de/coronavirus/",
"snackbar.learnMore","Mehr Infos",
"snackbar.dismiss","Schließen",
"sprungbrett.noOffersAvailable","Keine Angebote verfügbar","Nema dostupnih ponuda"
"wohnen.noOffersAvailable","Keine Angebote verfügbar.","Nema dostupnih ponuda."
"wohnen.values.runningServices.heating","Heizung","Grijanje"
"wohnen.values.runningServices.water","Wasser/Abwasser","Voda/kanalizacija"
"wohnen.values.runningServices.garbage","Müllabfuhr","Odvoz smeća"
"wohnen.values.runningServices.chimney","Kaminkehrer","Dimnjačar"
"wohnen.values.runningServices.other","Sonstiges","Ostalo"
"wohnen.values.additionalServices.garage","Garage/Stellplatz","Garaža / parkirno mjesto"
"wohnen.values.additionalServices.other","Sonstiges","Ostalo"
"wohnen.values.rooms.kitchen","Küche","Kuhinja"
"wohnen.values.rooms.bath","Bad","Kupaonica"
"wohnen.values.rooms.wc","WC","WC"
"wohnen.values.rooms.child1","Kinderzimmer 1","Dječja soba 1"
"wohnen.values.rooms.child2","Kinderzimmer 2","Dječja soba 2"
"wohnen.values.rooms.child3","Kinderzimmer 3","Dječja soba 3"
"wohnen.values.rooms.bed","Schlafzimmer","Spavaća soba"
"wohnen.values.rooms.livingroom","Wohnzimmer","Dnevna soba"
"wohnen.values.rooms.hallway","Diele","Hodnik"
"wohnen.values.rooms.store","Abstellraum","Ostava"
"wohnen.values.rooms.basement","Kellerraum","Podrum"
"wohnen.values.rooms.balcony","Balkon / Terrasse","Balkon/terasa"
