"key","source_language","target_language"
"intro.searchDescription","Anhand von Schlagwörtern schnell die richtige Information finden","د کلیدي ټکو په مرسته زر صحیح معلومات موندل"
"intro.languageChange","Sprachwechsel","د ژبې تغیر"
"intro.languageChangeDescription","Einfaches Umstellen der Sprache einzelner Seiten","د انفرادي پاڼو ژبې ته په اسانۍ تغیر ورکول"
"intro.events","Veranstaltungen","غونډې"
"intro.eventsDescription","Aktuelle Veranstaltungen und Termine in der Umgebung","دا مهال په دې شاوخوا کې غونډې او ملاقاتونه"
"intro.offers","Angebote","وړاندیزونه"
"intro.offersDescription","Jobsuche, Praktikasuche und mehr in der Umgebung","دې شاوخوا کې د وظیفې لټون، د ستاژ لټون او نور"
"intro.inquiryTitle","Einstellungen","تنظیمات"
"intro.inquiryIntro","Durch Klicken auf ""{{accept}}"" erlaube ich der {{appName}}-App, ...","په ""{{accept}}"" باندې کلیک کولو سره زه {{appName}}--ایپ ته اجازه ورکوم، ..."
"intro.sentryTitle","App-Stabilität","د ایپ ثبات"
"intro.sentryCondition","... mit dem automatischen Senden von Absturzberichten {{appName}} zu verbessern","... په اتومات ډول د {{appName}} د خرابېدو د پېغامونو لېږل بهتر کړي"
"intro.pushNewsTitle","Push-Benachrichtigungen","فشاري خبرتیاوې"
"intro.pushNewsCondition","... mir Push-Benachrichtigungen zu den neuesten lokalen Nachrichten zu senden","... په فشاري خبرتیاو سره تر ټولو تازه سیمه ییز خبرونه ولېږي"
"intro.proposeCitiesTitle","Nahegelegene Orte","نږدې ځایونه"
"intro.proposeCitiesCondition","... mir mithilfe meines GPS-Standortes nahegelegene Orte vorzuschlagen","... ماته زما د جي پي ایس-استاندارد ځایونو په مرسته نږدې ځایونه وړاندیز کړي"
"intro.skip","Überspringen","اووښتل"
"intro.next","Weiter","مخته"
"intro.cancel","Abbrechen","ختمول"
"intro.save","Speichern","خوندي کول"
"intro.customize","Anpassen","تغیرول"
"intro.decline","Ablehnen","رد کول"
"intro.accept","Akzeptieren","قبلول"
"intro.privacyPolicy","Datenschutzerklärung","د ډاټا د حفاظت بیانیه"
"landing.searchCity","Ort suchen","ځای لټول"
"landing.nearbyPlaces","Orte in der Nähe","شاوخوا نږدې ځایونه"
"landing.noNearbyPlaces","Keine Orte in der Nähe gefunden.","شاوخوا کې نږدې ځایونه پیدا نشول."
"landing.alert","Hinweis","یادونه"
"landing.locationError","Um Orte in der Nähe anzeigen zu können, müssen Ortungsdienste aktiviert werden.","ددې لپاره چې شاوخوا نږدې ځایونه وښودل شي، د ځای خدمت باید فعال کړی شوی وي."
"landing.noPermission","Standortzugriff erforderlich","موقعیت ته لاسرسی لازمي دی"
"landing.loading","Bestimme Standort...","موقعیت تعین کړه..."
"landing.notAvailable","Standortbestimmung deaktiviert","د موقعیت تعینول غیر فعال شوي"
"landing.timeout","Standortbestimmung fehlgeschlagen","د موقعیت تعینول ناکام شو"
"landing.refresh","Liste der Orte aktualisieren","د ځایونو لیسټ تازه کول"
"layout.imprintAndContact","Impressum und Kontakt","خپروونکی او تماس"
"layout.privacy","Datenschutz","د ډاټا حفاظت"
"layout.offers","Angebote","وړاندیزونه"
"layout.localInformation","Lokale Informationen","سیمه ییز معلومات"
"layout.events","Veranstaltungen","غونډې"
"layout.noEvents","Keine Veranstaltungen","غونډې نشته"
"layout.news","Nachrichten","خبرونه"
"layout.noLanguages","Nicht verfügbar in anderen Sprachen","په نورو ژبو کې موجود ندی"
"layout.noTranslation","Keine Übersetzung verfügbar","ترجمه موجود نده"
"layout.search","Suchen","لټول"
"layout.changeLocation","Standort wechseln","موقعیت بدلول"
"layout.changeLanguage","Sprache wechseln","ژبه بدلول"
"layout.settings","Einstellungen","تنظیمات"
"layout.share","Teilen","شریکول"
"layout.cancel","Abbrechen","ختمول"
"layout.shareMessage","Gerade gefunden: {{message}}","همدا اوس پیدا شو: {{message}}"
"layout.shareFailDefaultMessage","Das Teilen des Inhalts ist leider fehlgeschlagen.","د منځپانګو شریکول له بده مرغه ناکام شول."
"layout.disclaimer","Impressum","خپروونکی"
"news.news","Nachrichten","خبرونه"
"news.newsAlternative","Neuigkeiten","نوې زړې"
"news.localNews","Lokale Nachrichten","سیمه ییز خبرونه"
"news.localNewsAlternative","Lokale Neuigkeiten","سیمه ییزې نوې زړې"
"news.local","Lokal","سیمه ییز"
"news.readMore","Weiterlesen","مخته لوستل"
"news.currentlyNoNews","Aktuell gibt es keine Nachrichten.","دا مهال کوم خبرونه نشته."
"news.currentlyNoNewsAlternative","Aktuell gibt es keine Neuigkeiten.","دا مهال کومې نوې زړې نشته."
"offers.offers","Angebote","وړاندیزونه"
"search.searchPlaceholder","Suche","لټون"
"settings.sentryTitle","App-Stabilität","د ایپ ثبات"
"settings.sentryDescription","Durch das automatische Senden von Absturzberichten die {{appName}}-App verbessern","په اتومات ډول د خرابي د پېغامونو په لېږلو سره د {{appName}}--ایپ بهترول"
"settings.pushNewsTitle","Push-Benachrichtigungen","فشاري خبرتیاوې"
"settings.pushNewsDescription","Push-Benachrichtigungen für die neuesten lokalen Nachrichten erhalten","د تازه سیمه ییزو خبرونو لپاره فشاري خبرتیاوې ترلاسه کول"
"settings.proposeCitiesTitle","Nahegelegene Orte","نږدې ځایونه"
"settings.proposeCitiesDescription","Mithilfe des GPS-Standortes Vorschläge für nahegelegene Orte erhalten","نږدې ځایونو لپاره د جي پي ایس-موقعیتونو په مرسته وړاندیزونه ترلاسه کول"
"settings.about","Über {{appName}}","د {{appName}} په اړه"
"settings.privacyPolicy","Datenschutzerklärung","د ډاټا د حفاظت بیانیه"
"settings.version","Version: {{version}}","بڼه: {{version}}"
"settings.openSourceLicenses","Open-Source-Lizenzen","د آزادې-سرچینې لیسنس"
"snackbar.grantPermission","Erlauben","اجازه ورکول"
"snackbar.deactivateFeature","Feature deaktivieren","فیچر غیر فعالول"
"snackbar.locationPermissionMissing","Standortzugriff zum Vorschlagen von nahegelegenen Orten erforderlich","د نږدې ځایونو د وړاندیز لپاره موقعیت ته لاسرسی اړین دی"
"snackbar.pushNotificationPermissionMissing","Berechtigungen zum Senden von Push-Benachrichtigungen erforderlich","د فشاري خبرتیاو لپاره اختیارات ورکول اړین دي"
"snackbar.deactivate","Deaktivieren","غیر فعالول"
"snackbar.coronaMessage","Aktuelle, wissenschaftliche Informationen finden Sie bei der Bundeszentrale für gesundheitliche Aufklärung.","تازه، علمي معلومات تاسو روغتیايي ښوونې لپاره فدرالي مرکز سره موندلی شئ."
"snackbar.coronaUrl","https://www.infektionsschutz.de/coronavirus/","https://www.infektionsschutz.de/coronavirus/"
"snackbar.learnMore","Mehr Infos","نور معلومات"
"snackbar.dismiss","Schließen","پای ته رسول"
"sprungbrett.noOffersAvailable","Keine Angebote verfügbar","کوم وړاندیز موجود ندی"
"wohnen.noOffersAvailable","Keine Angebote verfügbar.",
"wohnen.values.runningServices.heating","Heizung",
"wohnen.values.runningServices.water","Wasser/Abwasser",
"wohnen.values.runningServices.garbage","Müllabfuhr",
"wohnen.values.runningServices.chimney","Kaminkehrer",
"wohnen.values.runningServices.other","Sonstiges",
"wohnen.values.additionalServices.garage","Garage/Stellplatz",
"wohnen.values.additionalServices.other","Sonstiges",
"wohnen.values.rooms.kitchen","Küche",
"wohnen.values.rooms.bath","Bad",
"wohnen.values.rooms.wc","WC",
"wohnen.values.rooms.child1","Kinderzimmer 1",
"wohnen.values.rooms.child2","Kinderzimmer 2",
"wohnen.values.rooms.child3","Kinderzimmer 3",
"wohnen.values.rooms.bed","Schlafzimmer",
"wohnen.values.rooms.livingroom","Wohnzimmer",
"wohnen.values.rooms.hallway","Diele",
"wohnen.values.rooms.store","Abstellraum",
"wohnen.values.rooms.basement","Kellerraum",
"wohnen.values.rooms.balcony","Balkon / Terrasse",
